6426.082426842348,2902.632525951557,4160.60311477036,0
8139.538133126334,2944.1976695212693,4731.307388606881,0
8101.804133668147,2944.6110643077786,4375.447527644482,0
8093.986877653416,2940.2762004907117,4579.434436073807,0
8869.325438781983,1771.9166913100419,4770.0489025361085,0
8385.253898440624,2949.580872011252,4367.246980424823,0
8209.637893912703,2994.4342114656956,4692.6650257328265,0
8302.264449722881,2938.0106472401235,4286.024933578582,0
8198.405003909304,2945.645059344055,4827.14236390839,0
8256.503937007874,3026.630105354308,4776.567589112858,0
8261.38270632263,2989.5253029223095,4569.954238396164,0
8201.611263199062,2896.818841080185,4805.022339328674,0
8075.286869464767,3019.874721002232,4419.709167544784,0
7983.068138561096,3070.0512370077586,4316.015641078411,0
8859.957752429234,2936.776361854082,4349.133139776027,0
7839.820560747664,2883.2776517495017,4474.878907500267,0
8447.742195367573,2902.833414077099,4500.809099688808,0
8499.096251266465,2794.1536206781693,4183.427089567125,0
8144.279611650485,2829.4009713977334,4683.23358642251,0
8019.7017208413,3033.4157807188835,4777.655769449823,0
8330.295928500496,2859.492773384238,4300.086118515481,0
8653.40210439447,2856.96069750017,4270.750432746157,0
8464.791120080727,2808.56033212803,4741.469590775492,0
8423.9887527616,3023.3576010956535,4763.0070406541,0
8714.531477249117,2940.8946851773944,4307.1513657835285,0
8206.42535707298,2966.8982103699514,4446.41577440899,0
8326.98828667858,2950.6183608863876,4672.278043889941,0
8707.294996886028,2934.3108996781866,3145.0989802039594,0
8674.879007238884,2859.492773384238,4727.04158683647,0
8439.243460764588,3001.0761305094447,4798.425809403959,0
8267.89670806229,3003.655113148095,4651.551513807253,0
8375.207667731629,2936.159607980399,4717.471600494882,0
8123.773000193686,2960.406549971767,4397.46697420843,0
8284.226743037725,2981.238183239747,4709.526162137885,0
8290.776833366277,2997.0017863522685,3526.1067675493905,0
8586.088024564995,2932.054526389374,4481.0940170940175,0
8378.553735517378,3077.7105958321104,4402.544347643539,0
8083.068028521873,3063.5483164122415,4434.193889417486,0
8710.91173416407,2962.0790960451977,4351.840630836273,0
8616.07230895645,2688.6564102564103,4549.136659436009,0
7826.654226534802,2618.4941940317144,4300.086118515481,0
7096.961082910321,2391.688430176199,3706.8528501988512,0
6168.094117647059,2468.8351286126317,3545.7807084284386,0
5976.49472784269,2397.978388885713,3536.81086094949,0
